Make,Model,Variant,Price,Displacement,Sales2022,Sales2021,Color,Highest_sales_state,Cylinders,Emission_Norm,Fuel_Tank_Capacity_ltr,Fuel_Type,Body_Type,Doors,Mileage,Gears,Ground_Clearance,Front_Brakes,Rear_Brakes,Front_Suspension,Rear_Suspension,Front_Tyre_Rim,Rear_Tyre_Rim,Power_Steering,Power_Windows,Power,Torque,Seating_Capacity,Boot_Space_ltr
Renault,Triber,Rxt,609.000 ,999 cc,26.232,22.5,gray,south carolina,3,BS 6,40,Petrol,MUV,5,,5,182 mm,Ventilated Disc,Drum,McPherson Strut,Torison Beam,185/65 R14,185/65 R14,Electric Power,All Windows,72PS@62050rpm,96Nm@3500rpm,7,625
Renault,Triber,Rxz,663.000 ,999 cc,42.541,29.1,black,california,3,BS 6,40,Petrol,MUV,5,,5,182 mm,Ventilated Disc,Drum,McPherson Strut,Torison Beam,185/65 R15,185/65 R15,Electric Power,All Windows,72PS@62050rpm,96Nm@3500rpm,7,625
Premier,Rio,Gx,506.000 ,1173 cc,55.616,29.45,maroon,north carolina,4,BS IV,46,Petrol,SUV,5,13 km/litre,5,200 mm,Ventilated Disc,Drum,McPherson strut & coil spring,5 rods system,205/70R15,205/70R15,Yes,Only Front Windows,76.6PS@5800rpm,103.9Nm@3500-4250rpm,5,454
Premier,Rio,Ex,568.623 ,1489 cc,25.711,34.43,black,florida,4,BS IV,46,Diesel,SUV,5,12 km/litre,5,200 mm,Solid Disc,Drum,McPherson strut & coil spring,5 rods system,205/70,205/70,Hydraulic Power,Only Front Windows,64PS@4000rpm,152Nm@2500RPM,5,454
Premier,Rio,Glx,670.000 ,1173 cc,10.11,11.31,blue,texas,4,BS IV,46,Petrol,SUV,5,13 km/litre,5,200 mm,Ventilated Disc,Drum,McPherson strut & coil spring,5 rods system,205/70R15,205/70R15,Yes,Only Front Windows,76.6PS@5800rpm,103.9Nm@3500-4250rpm,5,454
Premier,Rio,Dx,603.000 ,1489 cc,11.337,45.2,black,pennsylvania,4,BS IV,46,Diesel,SUV,5,12 km/litre,5,200 mm,Ventilated Disc,Drum,McPherson strut & coil spring,5 rods system,205/70R15,205/70R15,Yes,Only Front Windows,64PS@4000rpm,152Nm@2250RPM,5,454
Premier,Rio,Lx,739.000 ,1489 cc,39.348,35.1,white,california,4,BS IV,46,Diesel,SUV,5,12 km/litre,5,200 mm,Ventilated Disc,Drum,McPherson strut & coil spring,5 rods system,205/70R15,205/70R15,Yes,Only Front Windows,64PS@4000rpm,152Nm@2250RPM,5,454
Premier,Rio,Crdi4,739.000 ,1248 cc,14.351,27.69,gray,north carolina,4,BS IV,46,Diesel,SUV,5,20 km/litre,5,200 mm,Ventilated Disc,Drum,McPherson strut & coil spring,5 rods system,205/70R15,205/70R15,Yes,Only Front Windows,72PS@4000rpm,183Nm@1800-2400rpm,5,454
Toyota,Etios Liva,G,520.300 ,1197 cc,26.529,28.92,silver,florida,4,BS IV,45,Petrol,Hatchback,5,15.1 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,Electric Power,All Windows,80PS@5600rpm,104Nm@3100rpm,5,251
Toyota,Etios Liva,V,581.000 ,1197 cc,67.956,33.79,white,texas,4,BS IV,45,Petrol,Hatchback,5,15.1 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,Electric Power,All Windows,80PS@5600rpm,104Nm@3100rpm,5,251
Toyota,Etios Liva,Gd,647.800 ,1364 cc,81.174,39.58,black,pennsylvania,4,BS IV,45,Diesel,Hatchback,5,20.3 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,Electric Power,All Windows,68PS@3800rpm,170Nm@1800-2400rpm,5,251
Toyota,Etios Liva,Vx,630.000 ,1197 cc,27.609,38.76,white,texas,4,BS IV,45,Petrol,Hatchback,5,15.1 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,80PS@5600rpm,104Nm@3100rpm,5,251
Toyota,Etios Liva,Vxd,745.000 ,1364 cc,20.38,39.44,black,pennsylvania,4,BS IV,45,Diesel,Hatchback,5,20.3 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,68PS@3800rpm,170Nm@1800-2400rpm,5,251
Toyota,Etios Liva,Vd,704.000 ,1364 cc,18.392,32.5,gray,michigan,4,BS IV,45,Diesel,Hatchback,5,20.3 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,Electric Power,All Windows,68PS@3800rpm,170Nm@1800-2400rpm,5,251
Toyota,Etios Liva,Dual Tone V,597.700 ,1197 cc,27.602,38.23,white,texas,4,BS IV,45,Petrol,Hatchback,5,15.1 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,Electric Power,All Windows,80PS@5600rpm,104Nm@3100rpm,5,251
Toyota,Etios Liva,Dual Tone Vd,720.700 ,1364 cc,16.774,41.33,white,pennsylvania,4,BS IV,45,Diesel,Hatchback,5,20.3 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,Electric Power,All Windows,68PS@3800rpm,170Nm@1800-2400rpm,5,251
Toyota,Etios Liva,Dual Tone Vx,641.700 ,1197 cc,32.311,41.25,blue,michigan,4,BS IV,45,Petrol,Hatchback,5,15.1 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,80PS@5600rpm,104Nm@3100rpm,5,251
Toyota,Etios Liva,Dual Tone Vxd,756.700 ,1364 cc,17.998,30.55,black,texas,4,BS IV,45,Diesel,Hatchback,5,20.3 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,68PS@3800rpm,170Nm@1800-2400rpm,5,251
Toyota,Etios Liva,Gx,558.400 ,1197 cc,18.526,29.75,white,pennsylvania,4,BS IV,45,Petrol,Hatchback,5,15.1 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,Electric Power,All Windows,80PS@5600rpm,104Nm@3100rpm,5,251
Toyota,Etios Liva,Gxd,686.000 ,1364 cc,11.592,32.13,black,michigan,4,BS IV,45,Diesel,Hatchback,5,20.3 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,175/65R14,175/65R14,Electric Power,All Windows,68PS@3800rpm,170Nm@1800-2400rpm,5,251
Toyota,Etios Liva,Vx Dual Tone Limited Edition,662.700 ,1197 cc,40.954,41.15,black,texas,4,BS IV,45,Petrol,Hatchback,5,15.1 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,80PS@5600rpm,104Nm@3100rpm,5,251
Toyota,Etios Liva,Vxd Dual Tone Limited Edition,777.700 ,1364 cc,28.976,43.87,black,south carolina,4,BS IV,45,Diesel,Hatchback,5,20.3 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/60R15,185/60R15,Electric Power,All Windows,68PS@3800rpm,170Nm@1800-2400rpm,5,251
Nissan,Micra Active,Xl,525.021 ,1198 cc,42.643,25.93,gray,michigan,3,BS IV,41,Petrol,Hatchback,5,,5,154 mm,Ventilated Disc,Drum,Mc Pherson-strut,Torsion Beam,155/80 R13,155/80 R13,Electric Power,Only Front Windows,68PS@5000rpm,104Nm@4000rpm,5,251
Nissan,Micra Active,Xv,599.950 ,1198 cc,88.094,30.12,white,texas,3,BS IV,41,Petrol,Hatchback,5,19.49 km/litre,5,154 mm,Ventilated Disc,Drum,Mc Pherson Strut,Torsion Beam,155/80R13,155/80R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,5,251
Nissan,Micra Active,Xl (O),563.133 ,1198 cc,79.853,32.94,white,south carolina,3,BS IV,41,Petrol,Hatchback,5,,5,154 mm,Ventilated Disc,Drum,Mc Pherson-strut,Torsion Beam,155/80 R13,155/80 R13,Electric Power,All Windows,68PS@5000rpm,104Nm@4000rpm,5,251
Tata,Bolt,Xt Diesel,787.980 ,1248 cc,27.308,39.91,maroon,michigan,4,BS IV,44,Diesel,Hatchback,5,22.95 km/litre,5,165 mm,Solid Disc,Drum,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,175/65 R15,175/65 R15,Electric Power,All Windows,75PS@4000rpm,190Nm@1750-3000rpm,5,210
Tata,Bolt,Xe Diesel,661.111 ,1248 cc,42.574,39.47,white,texas,4,BS IV,44,Diesel,Hatchback,5,22.95 km/litre,5,165 mm,Solid Disc,Drum,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,175/65 R14,175/65 R14,Electric Power,,75PS@4000rpm,190Nm@1750-3000rpm,5,210
Tata,Bolt,Xm Diesel,693.798 ,1248 cc,54.158,38.21,white,south carolina,4,BS IV,44,Diesel,Hatchback,5,22.95 km/litre,5,165 mm,Solid Disc,Drum,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,175/65 R14,175/65 R14,Electric Power,All Windows,75PS@4000rpm,190Nm@1750-3000rpm,5,210
Tata,Bolt,Xms Diesel,719.661 ,1248 cc,65.005,32.17,maroon,michigan,4,BS IV,44,Diesel,Hatchback,5,22.95 km/litre,5,165 mm,Solid Disc,Drum,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,175/65 R14,175/65 R14,Electric Power,All Windows,75PS@4000rpm,190Nm@1750-3000rpm,5,210
Tata,Bolt,Xt Petrol,674.960 ,1193 cc,16.112,31.02,black,texas,4,BS IV,44,Petrol,Hatchback,5,17.57 km/litre,5,165 mm,Solid Disc,Drum,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,175/65 R15,175/65 R15,Electric Power,All Windows,90PS@5000rpm,140Nm@1500-4000rpm,5,210
Tata,Bolt,Xe Petrol,529.035 ,1193 cc,38.554,34.55,white,south carolina,4,BS IV,44,Petrol,Hatchback,5,17.57 km/litre,5,165 mm,Solid Disc,Drum,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,175/65 R14,175/65 R14,Electric Power,,90PS@5000rpm,140Nm@1500-4000rpm,5,210
Tata,Bolt,Xm Petrol,590.268 ,1193 cc,80.255,29.58,white,michigan,4,BS IV,44,Petrol,Hatchback,5,17.57 km/litre,5,165 mm,Solid Disc,Drum,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,175 / 65 R14,175 / 65 R14,Electric Power,All Windows,90PS@5000rpm,140Nm@1500-4000rpm,5,210
Tata,Bolt,Xms Petrol,614.515 ,1193 cc,14.69,39.67,white,texas,4,BS IV,44,Petrol,Hatchback,5,17.57 km/litre,5,165 mm,Solid Disc,Drum,Dual-path McPherson strut with coil spring and anti-roll bar,Twist Beam with Coil spring and Shock Absorber,175 / 65 R14,175 / 65 R14,Electric Power,All Windows,90PS@5000rpm,140Nm@1500-4000rpm,5,210
Hyundai,Xcent Prime,Cng T + (Cng +,556.130 ,1197 cc,20.017,40.68,caramel,south carolina,4,BS IV,43,CNG + Petrol,Sedan,4,,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,Only Front Windows,83PS@6000rpm,114Nm@6000rpm,5,407
Hyundai,Xcent Prime,T,536.859 ,1197 cc,24.361,39.48,white,michigan,4,BS IV,43,Petrol,Sedan,4,,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,,83PS@6000rpm,114Nm@6000rpm,5,407
Hyundai,Xcent Prime,T+,556.130 ,1197 cc,32.734,25.59,gray,texas,4,BS IV,43,Petrol,Sedan,4,,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,Only Front Windows,83PS@6000rpm,114Nm@6000rpm,5,407
Hyundai,Xcent Prime,Cng T (Cng +,536.859 ,1197 cc,25.24,29.42,silver,michigan,4,BS IV,43,CNG + Petrol,Sedan,4,,5,165 mm,Ventilated Disc,Drum,MacPherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,Only Front Windows,81.8bhp@6000rpm,114Nm@6000rpm,5,407
Hyundai,Xcent Prime,T+ Crdi,639.616 ,1197 cc,24.155,35.28,turquoise,michigan,4,BS IV,43,Diesel,Sedan,4,,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,Only Front Windows,70bhp@4000RPM,114Nm@6000rpm,5,407
Hyundai,Xcent Prime,T Crdi,620.297 ,1197 cc,1.872,28.5,black,texas,4,BS IV,43,Diesel,Sedan,4,,5,165 mm,Ventilated Disc,Drum,Mc Pherson Strut,Coupled Torsion Beam Axle,165/65R14,165/65R14,Electric Power,Only Front Windows,71PS@4000rpm,114Nm@6000rpm,5,407
Maruti Suzuki,Dzire Tour,Ldi,653.523 ,1248 cc,51.645,29.06,gray,michigan,4,BS IV,42,Diesel,Sedan,4,14.6 km/litre,,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,Only Front Windows,75PS@4000rpm,190Nm@2000rpm,5,320
Maruti Suzuki,Dzire Tour,Lxi,553.423 ,1197 cc,131.097,30.91,gray,michigan,4,BS IV,42,Petrol,Sedan,4,16.3 km/litre,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,,83PS@6000rpm,115Nm@4000rpm,5,316
Maruti Suzuki,Dzire Tour,Lxi Cng,598.940 ,1197 cc,19.911,34.92,black,texas,4,BS IV,42,CNG,Sedan,4,,5,170 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,,69bhp@6000rpm,115Nm@4000rpm,5,316
Hyundai,Elite I20,Era 1.2,559.693 ,1197 cc,92.364,33.96,maroon,south carolina,4,BS IV,45,Petrol,Hatchback,5,13.3 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,Electric Power,Only Front Windows,84PS@6000rpm,115Nm@4000rpm,5,285
Hyundai,Elite I20,Era 1.4 Crdi,697.803 ,1396 cc,35.945,35.9,black,michigan,4,BS IV,45,Diesel,Hatchback,5,18.4 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,Electric Power,Only Front Windows,90PS@4000rpm,220Nm@1500rpm,5,285
Hyundai,Elite I20,Magna Plus,634.950 ,1197 cc,39.572,39.42,black,south carolina,4,BS IV,45,Petrol,Hatchback,5,13.3 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,Electric Power,All Windows,84PS@6000rpm,115Nm@4000rpm,5,285
Hyundai,Elite I20,Magna Plus Crdi,770.803 ,1396 cc,8.982,27.78,black,michigan,4,BS IV,45,Diesel,Hatchback,5,18.4 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,Electric Power,All Windows,90PS@4000rpm,220Nm@1500rpm,5,285
Hyundai,Elite I20,Sportz Plus,721.693 ,1197 cc,11.28,30.32,white,texas,4,BS IV,45,Petrol,Hatchback,5,13.3 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/65R14,185/65R14,Electric Power,All Windows,84PS@6000rpm,115Nm@4000rpm,5,285
Hyundai,Elite I20,Sportz Plus Crdi Dual Tone,876.103 ,1396 cc,1.866,30.75,gray,south carolina,4,BS IV,45,Diesel,Hatchback,5,18.4 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/65R14,185/65R14,Electric Power,All Windows,90PS@4000rpm,220Nm@1500rpm,5,285
Hyundai,Elite I20,Asta (O) 1.2,808.993 ,1197 cc,9.191,32.8,black,washington,4,BS IV,45,Petrol,Hatchback,5,13.3 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,Electric Power,All Windows,84PS@6000rpm,114Nm@4000rpm,5,285
Hyundai,Elite I20,Asta (O) Crdi,934.003 ,1396 cc,12.115,29.9,caramel,texas,4,BS IV,45,Diesel,Hatchback,5,18.4 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson strut & coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,Electric Power,All Windows,90PS@4000rpm,220Nm@1500-2750rpm,5,285
Hyundai,Elite I20,Asta (O) Cvt,920.993 ,1197 cc,80.62,23.32,gray,south carolina,4,BS IV,45,Petrol,Hatchback,5,13.3 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,195/55R16,195/55R16,Electric Power,All Windows,83PS@6000rpm,115Nm@4000rpm,5,285
Hyundai,Elite I20,Sportz Plus Dual Tone,751.693 ,1197 cc,24.546,23.67,black,michigan,4,BS IV,45,Petrol,Hatchback,5,13.3 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,Electric Power,All Windows,84PS@6000rpm,115Nm@4000rpm,5,285
Hyundai,Elite I20,Sportz Plus Cvt,831.693 ,1197 cc,5.223,24.52,gray,florida,4,BS IV,45,Petrol,Hatchback,5,13.3 km/litre,5,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/65R14,185/65R14,Electric Power,All Windows,84PS@6000rpm,115Nm@4000rpm,5,285
Hyundai,Elite I20,Sportz Plus Crdi,846.103 ,1396 cc,8.472,30.75,silver,michigan,4,BS IV,45,Diesel,Hatchback,5,18.4 km/litre,6,170 mm,Ventilated Disc,Drum,McPherson strut with coil spring,Coupled Torsion Beam Axle with coil spring,185/70R14,185/70R14,Electric Power,All Windows,90PS@4000rpm,220Nm@1500rpm,5,285
Hyundai,Aura,E 1.2 Petrol,579.900 ,1197 cc,49.989,29.1,silver,florida,,BS 6,37,Petrol,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,Only Front Windows,83PS@6000rpm,114Nm@4000rpm,5,
Hyundai,Aura,S 1.2 Petrol,655.900 ,1197 cc,47.107,34.15,silver,south carolina,,BS 6,37,Petrol,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,Only Front Windows,83PS@6000rpm,114Nm@4000rpm,5,
Hyundai,Aura,S 1.2 Amt Petrol,705.800 ,1197 cc,33.028,31.25,beige,michigan,,BS 6,37,Petrol,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,Only Front Windows,83PS@6000rpm,114Nm@4000rpm,5,
Hyundai,Aura,Sx 1.2 Petrol,729.900 ,1197 cc,142.535,24.2,gray,florida,,BS 6,37,Petrol,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,All Windows,83PS@6000rpm,114Nm@4000rpm,5,
Hyundai,Aura,Sx Plus 1.2 Amt Petrol,804.800 ,1197 cc,247.994,29.98,gray,arizona,,BS 6,37,Petrol,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,All Windows,83PS@6000rpm,114Nm@4000rpm,5,
Hyundai,Aura,Sx (O) 1.2 Petrol,785.900 ,1197 cc,63.849,34.17,white,michigan,,BS 6,37,Petrol,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,All Windows,83PS@6000rpm,114Nm@4000rpm,5,
Hyundai,Aura,S 1.2 Cng Petrol (Cng +,728.900 ,1197 cc,33.269,24.25,black,michigan,,BS 6,37,CNG + Petrol,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,Only Front Windows,69PS@6000rpm,95Nm@4000rpm,5,
Hyundai,Aura,Sx Plus 1.0 Petrol,854.900 ,998 cc,84.087,25.8,gray,florida,,BS 6,37,Petrol,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,All Windows,100PS@6000rpm,172Nm@1500-4000rpm,5,
Hyundai,Aura,S 1.2 Diesel,773.800 ,1186 cc,65.119,37.59,orange,utah,,BS 6,37,Diesel,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,165/70 R14,165/70 R14,Electric Power,Only Front Windows,75PS@4000rpm,190NM@1750-2250RPM,5,
Hyundai,Aura,S 1.2 Amt Diesel,823.700 ,1186 cc,25.106,26.68,silver,michigan,,BS 6,37,Diesel,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,Only Front Windows,75PS@4000rpm,190NM@1750-2250RPM,5,
Hyundai,Aura,Sx Plus 1.2 Amt Diesel,922.700 ,1186 cc,68.411,34.4,black,florida,,BS 6,37,Diesel,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,All Windows,75PS@4000rpm,190NM@1750-2250RPM,5,
Hyundai,Aura,Sx (O) 1.2 Diesel,903.800 ,1186 cc,9.835,51.15,silver,utah,,BS 6,37,Diesel,Sedan,5,,5,,Ventilated Disc,Drum,McPherson Strut,Coupled Torsion Beam Axle,175/60 R15,175/60 R15,Electric Power,All Windows,75PS@4000rpm,190NM@1750-2250RPM,5,
Volkswagen,Polo,Trendline 1.0L (P),582.000 ,999 cc,9.761,27.67,black,michigan,3,BS IV,45,Petrol,Hatchback,5,14 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,175/70R14,175/70R14,Electric Power,Only Front Windows,76PS@6200RPM,95Nm@3000-4300rpm,5,280
Volkswagen,Polo,Comfortline 1.0 (P),676.500 ,999 cc,83.721,28.53,gray,florida,3,BS IV,45,Petrol,Hatchback,5,14 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,76PS@6200RPM,95Nm@3000-4300rpm,5,280
Volkswagen,Polo,Highline Plus 1.0 (P),776.500 ,999 cc,51.102,30.43,gray,washington,3,BS IV,45,Petrol,Hatchback,5,14 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R16,185/60R16,Electric Power,All Windows,76PS@6200RPM,95Nm@3000-4300rpm,5,280
Volkswagen,Polo,Trendline 1.5L (D),734.500 ,1498 cc,9.569,30.79,white,florida,4,BS IV,45,Diesel,Hatchback,5,19 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,175/70R14,175/70R14,Electric Power,Only Front Windows,90PS@4200rpm,230Nm@1500-2500rpm,5,280
Volkswagen,Polo,Comfortline 1.5 (D),851.500 ,1498 cc,5.596,27.62,beige,pennsylvania,4,BS IV,45,Diesel,Hatchback,5,19 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,90PS@4200rpm,230Nm@1500-2500rpm,5,280
Volkswagen,Polo,Highline Plus 1.5 (D),931.500 ,1498 cc,49.463,27.69,white,washington,4,BS IV,45,Diesel,Hatchback,5,19 km/litre,5,165 mm,Ventilated Disc,Drum,McPherson strut with stabiliser bar,Semi-independent trailing arm,185/60R16,185/60R16,Electric Power,All Windows,90PS@4200rpm,230Nm@1500-2500rpm,5,280
Volkswagen,Polo,Gt Tsi,976.000 ,1197 cc,16.957,29.98,gray,florida,4,BS IV,45,Petrol,Hatchback,5,17 km/litre,7,165 mm,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,105PS@5000rpm,175Nm@1500-4100rpm,5,280
Volkswagen,Polo,Gt Tdi,988.500 ,1498 cc,3.545,30.42,gray,south carolina,4,BS IV,45,Diesel,Hatchback,5,19 km/litre,5,165 mm,Ventilated Disc,Drum,MacPherson Strut with Staboilizer Bar,Semi-independent trailing arm,185/60R15,185/60R15,Electric Power,All Windows,110PS@4400rpm,250Nm@1500-2500rpm,5,250
Maruti Suzuki,Dzire,Lxi,582.613 ,1197 cc,15.245,32.08,white,washington,4,BS IV,37,Petrol,Sedan,4,16.3 km/litre,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,,84.3PS@6000rpm,115Nm@4000rpm,5,378
Maruti Suzuki,Dzire,Vxi,673.112 ,1197 cc,17.531,32.59,maroon,florida,4,BS IV,37,Petrol,Sedan,4,16.3 km/litre,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,All Windows,84.3PS@6000rpm,115Nm@4000rpm,5,378
Maruti Suzuki,Dzire,Ldi,666.622 ,1248 cc,3.493,36.01,black,south carolina,4,BS IV,37,Diesel,Sedan,4,28.4 km/litre,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,Only Front Windows,75PS@4000rpm,190Nm@2000rpm,5,378
Maruti Suzuki,Dzire,Zxi,732.113 ,1197 cc,18.969,36,gray,washington,4,BS IV,37,Petrol,Sedan,4,16.3 km/litre,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,84.3PS@6000rpm,115Nm@4000rpm,5,378
Maruti Suzuki,Dzire,Vdi,757.622 ,1248 cc,39.384,26.39,white,florida,4,BS IV,37,Diesel,Sedan,4,28.4 km/litre,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,5,378
Maruti Suzuki,Dzire,Vxi Amt,720.112 ,1197 cc,14.114,35.17,silver,south carolina,4,BS IV,37,Petrol,Sedan,4,16.3 km/litre,4,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,165/80R14,165/80R14,Electric Power,All Windows,84.3PS@6000rpm,115Nm@4000rpm,5,378
Maruti Suzuki,Dzire,Zdi Amt,863.122 ,1248 cc,8.588,34.7,white,michigan,4,BS IV,37,Diesel,Sedan,4,28.4 km/litre,5,163 mm,Ventilated Disc,Drum,MacPherson Strut,Torsion Beam,185/65R15,185/65R15,Electric Power,All Windows,75PS@4000rpm,190Nm@2000rpm,5,378
